-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 03/31/2021 
Location: Latitude  41.2794   Longitude 1.9794 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,WS2M,PS,WS10M,PRECTOTCORR,T2M
2016,9,30,1.83,98.3,2.52,0.1,20.11
2016,10,1,1.7,97.82,2.31,1.03,20.24
2016,10,2,1.8,98.13,2.62,4.44,19.58
2016,10,3,2.06,98.62,2.8,0.21,19.97
2016,10,4,2.09,98.53,2.76,0.13,21.05
2016,10,5,1.8,98.36,2.46,0.06,19.55
2016,10,6,1.43,97.77,1.95,9.74,17.37
2016,10,7,1.64,97.95,2.3,0.27,18.43
2016,10,8,2.36,98.22,3.16,0.59,18.69
2016,10,9,2.26,98.37,3.05,0.88,17.45
2016,10,10,2.45,98.25,3.34,0.54,16.15
2016,10,11,2.52,97.79,3.5,0.31,15.23
2016,10,12,3.04,97.38,4.2,26.43,15.26
2016,10,13,1.95,96.67,2.77,18.14,16.18
2016,10,14,1.89,96.85,2.59,8.4,15.78
2016,10,15,1.77,97.98,2.47,0.02,17.22
2016,10,16,1.33,98.43,1.8,0.01,17.73
2016,10,17,1.09,98.66,1.51,0.16,17.37
2016,10,18,1.87,98.84,2.65,0.35,17.86
2016,10,19,1.67,98.48,2.44,0.28,16.43
2016,10,20,2.13,98.0,3.05,0.26,15.01
2016,10,21,1.91,97.94,2.67,0.36,13.64
2016,10,22,1.7,97.57,2.41,3.65,14.47
2016,10,23,1.98,97.38,2.81,0.6,17.53
2016,10,24,1.47,97.76,2.23,1.02,19.07
2016,10,25,1.06,98.4,1.7,2.56,18.23
2016,10,26,1.31,98.76,1.98,0.0,19.19
2016,10,27,1.7,99.18,2.5,0.01,16.96
2016,10,28,1.21,99.45,1.68,0.0,17.12
2016,10,29,1.08,99.11,1.5,0.0,16.86
2016,10,30,1.3,98.71,1.8,0.01,16.24
2016,10,31,1.39,98.73,1.96,0.0,16.01
2016,11,1,2.09,98.73,3.03,0.0,15.91
2016,11,2,1.52,98.35,2.25,0.0,15.78
2016,11,3,1.32,98.22,1.82,0.01,15.0
2016,11,4,1.6,98.1,2.42,0.6,15.18
2016,11,5,3.44,97.13,4.78,2.01,15.51
2016,11,6,2.98,97.05,4.02,0.46,11.55
2016,11,7,1.36,97.39,1.96,0.18,8.5
2016,11,8,3.34,97.8,4.66,0.07,8.4
2016,11,9,4.47,97.93,6.25,0.37,10.63
2016,11,10,3.33,98.42,4.76,0.19,10.08
2016,11,11,2.72,98.49,3.85,0.53,10.89
2016,11,12,1.76,98.54,2.55,0.6,12.21
2016,11,13,0.98,98.58,1.48,0.8,12.55
2016,11,14,1.55,98.83,2.16,0.62,11.97
2016,11,15,1.34,99.21,1.85,0.0,9.93
2016,11,16,0.85,98.89,1.2,0.0,10.41
2016,11,17,1.34,98.32,1.85,0.0,11.9
2016,11,18,1.91,97.81,2.77,0.28,12.42
2016,11,19,1.91,97.8,2.77,0.39,11.86
2016,11,20,2.59,97.37,3.66,0.45,12.76
2016,11,21,4.98,96.97,6.87,11.23,14.95
2016,11,22,2.55,97.03,3.54,2.65,14.55
2016,11,23,5.14,96.85,7.09,14.57,13.76
2016,11,24,2.23,97.34,3.17,0.95,8.6
2016,11,25,1.88,97.63,2.73,0.03,8.38
2016,11,26,3.15,97.71,4.53,10.36,10.58
2016,11,27,2.9,97.61,4.23,10.56,11.63
2016,11,28,1.2,97.71,1.86,7.58,9.82
2016,11,29,2.59,98.73,3.58,2.18,10.14
2016,11,30,2.09,99.55,2.98,0.01,8.76
2016,12,1,1.84,99.05,2.7,0.0,8.33
2016,12,2,1.94,98.21,3.02,0.0,7.5
2016,12,3,2.12,98.01,3.12,0.14,8.37
2016,12,4,3.46,98.13,4.95,2.21,11.87
2016,12,5,3.94,98.47,5.56,0.52,12.2
2016,12,6,1.76,99.03,2.63,0.04,11.48
2016,12,7,2.02,99.49,2.94,0.01,9.83
2016,12,8,1.38,99.76,2.1,0.02,9.93
2016,12,9,2.47,99.52,3.85,0.0,9.68
2016,12,10,2.14,99.15,3.41,0.0,10.19
2016,12,11,1.47,98.78,2.31,0.01,10.4
2016,12,12,1.3,98.64,1.91,0.03,11.51
2016,12,13,1.53,98.87,2.16,0.0,10.26
2016,12,14,1.27,98.6,1.73,0.07,10.74
2016,12,15,1.16,98.56,1.63,0.53,10.07
2016,12,16,3.3,98.58,4.7,5.98,10.53
2016,12,17,4.54,99.6,6.38,1.69,9.59
2016,12,18,3.53,99.4,5.12,0.05,7.12
2016,12,19,4.39,98.04,6.22,6.48,6.43
2016,12,20,2.3,97.94,3.32,4.47,8.38
2016,12,21,1.86,98.83,2.73,0.65,10.05
2016,12,22,1.61,99.55,2.48,0.07,9.81
2016,12,23,1.45,99.77,2.19,0.03,10.31
2016,12,24,1.37,99.88,2.21,0.04,9.61
2016,12,25,1.73,99.52,2.65,0.01,11.41
2016,12,26,1.4,99.42,2.06,0.0,10.86
2016,12,27,1.24,99.65,1.71,0.0,11.58
2016,12,28,1.47,99.87,2.16,0.0,9.34
2016,12,29,2.06,99.67,3.08,0.01,8.5
2016,12,30,1.22,99.83,1.71,0.0,8.49
2016,12,31,1.16,99.53,1.78,0.0,8.29
2017,1,1,2.39,98.81,3.66,0.0,5.47
2017,1,2,2.07,98.52,2.96,0.0,7.6
2017,1,3,1.59,98.66,2.36,0.0,7.16
2017,1,4,1.92,98.62,2.94,0.0,7.88
2017,1,5,1.45,98.76,2.18,0.0,6.35
2017,1,6,1.83,99.26,2.75,0.0,5.17
2017,1,7,1.34,99.33,1.85,0.0,5.9
2017,1,8,1.4,98.98,2.15,0.0,8.46
2017,1,9,1.9,98.76,2.76,0.0,6.39
2017,1,10,1.9,97.74,2.78,0.7,6.36
2017,1,11,2.12,98.43,3.17,0.25,6.93
2017,1,12,3.02,98.28,4.46,0.08,8.26
2017,1,13,4.04,98.02,5.76,1.04,6.46
2017,1,14,3.73,98.54,5.42,0.19,3.15
2017,1,15,3.51,98.49,5.05,0.51,4.4
2017,1,16,1.54,98.12,2.25,1.43,6.2
2017,1,17,3.38,98.16,4.86,0.0,0.65
2017,1,18,1.01,98.45,1.42,0.0,2.72
2017,1,19,4.97,98.62,6.84,0.24,4.78
2017,1,20,6.41,98.49,8.81,6.46,7.34
2017,1,21,7.63,98.09,10.51,4.64,7.77
2017,1,22,6.6,97.93,9.09,4.33,6.58
2017,1,23,2.52,98.09,3.67,3.44,6.76
2017,1,24,1.79,98.24,2.62,0.01,6.49
2017,1,25,3.55,98.34,4.98,0.71,4.59
2017,1,26,1.73,98.16,2.55,0.61,5.1
2017,1,27,3.21,97.72,4.58,14.87,8.87
2017,1,28,1.92,98.06,2.82,3.76,9.4
2017,1,29,1.92,98.75,2.84,0.03,8.23
2017,1,30,1.43,98.49,2.19,0.0,8.88
2017,1,31,1.7,98.18,2.45,0.07,10.61
2017,2,1,1.53,98.07,2.11,0.07,10.05
2017,2,2,1.99,97.75,2.84,0.41,8.98
2017,2,3,3.06,97.8,4.54,0.28,8.37
2017,2,4,4.16,97.52,5.97,0.85,11.65
2017,2,5,7.53,97.2,10.47,0.69,9.72
2017,2,6,5.58,98.11,7.84,0.12,9.8
2017,2,7,1.55,98.11,2.35,3.91,11.91
2017,2,8,3.22,98.13,4.52,4.0,7.42
2017,2,9,2.17,98.24,3.25,0.0,6.15
2017,2,10,1.9,98.04,2.77,0.0,7.83
2017,2,11,3.65,97.91,5.12,0.59,8.76
2017,2,12,6.09,97.7,8.39,0.84,11.25
2017,2,13,5.91,97.71,8.18,8.24,11.73
2017,2,14,1.79,98.68,2.63,3.55,11.58
2017,2,15,1.85,99.52,2.78,0.82,11.37
2017,2,16,1.3,99.56,1.99,0.05,10.5
2017,2,17,1.46,99.08,2.19,0.0,10.88
2017,2,18,1.62,98.6,2.27,0.01,10.44
2017,2,19,1.55,98.89,2.29,0.03,10.3
2017,2,20,1.63,98.89,2.38,0.0,10.74
2017,2,21,1.45,98.75,2.1,0.0,12.04
2017,2,22,1.5,98.51,2.25,0.0,12.92
2017,2,23,1.65,97.94,2.62,0.0,12.99
2017,2,24,1.86,97.77,2.78,4.9,10.23
2017,2,25,2.18,98.39,3.17,0.01,7.98
2017,2,26,2.34,98.41,3.27,0.03,9.62
2017,2,27,2.62,97.74,3.74,0.05,11.05
2017,2,28,4.6,97.4,6.52,0.22,9.34
2017,3,1,2.28,98.23,3.44,0.0,9.13
2017,3,2,1.52,98.24,2.3,0.05,11.73
2017,3,3,3.55,97.31,4.78,9.76,11.27
2017,3,4,6.31,96.6,8.75,6.52,8.06
2017,3,5,3.12,97.88,4.57,0.1,9.57
2017,3,6,5.1,98.1,7.27,0.17,12.4
2017,3,7,2.21,98.53,3.28,0.22,11.37
2017,3,8,1.44,98.94,2.18,0.04,13.25
2017,3,9,1.58,98.79,2.45,0.0,16.21
2017,3,10,1.62,98.53,2.38,0.0,15.61
2017,3,11,1.4,98.21,1.97,0.0,15.15
2017,3,12,2.2,97.89,3.09,0.5,13.15
2017,3,13,3.44,98.34,4.88,0.3,12.84
2017,3,14,2.02,99.15,2.95,0.0,13.26
2017,3,15,1.65,99.06,2.3,0.0,13.34
2017,3,16,1.51,98.78,2.13,0.0,13.78
2017,3,17,2.37,98.61,3.45,0.0,13.57
2017,3,18,1.77,98.42,2.57,0.02,14.5
2017,3,19,1.52,98.16,2.1,0.0,15.08
2017,3,20,1.77,97.85,2.5,0.01,14.39
2017,3,21,2.09,97.76,2.9,0.1,12.78
2017,3,22,2.31,97.55,3.28,0.27,12.45
2017,3,23,2.7,97.37,3.73,0.35,10.4
2017,3,24,2.77,97.69,3.82,43.31,8.86
2017,3,25,3.16,97.87,4.34,8.99,7.9
2017,3,26,1.38,98.28,1.9,0.0,11.13
2017,3,27,2.09,98.5,3.04,1.76,10.47
2017,3,28,1.54,98.94,2.25,0.01,12.44
2017,3,29,1.7,99.01,2.52,0.0,14.37
2017,3,30,2.01,98.9,2.85,0.0,14.47
2017,3,31,1.84,98.42,2.55,1.15,12.94
2017,4,1,2.04,97.97,2.95,3.52,11.41
2017,4,2,1.95,98.15,2.74,0.48,11.93
2017,4,3,1.87,98.52,2.84,0.05,13.9
2017,4,4,1.95,98.49,2.96,0.01,14.96
2017,4,5,1.8,98.39,2.56,1.52,13.65
2017,4,6,2.13,98.33,3.05,0.03,13.87
2017,4,7,1.85,98.47,2.73,0.0,14.03
2017,4,8,2.02,98.56,2.97,0.0,15.04
2017,4,9,1.91,98.82,2.73,0.01,14.8
2017,4,10,2.23,98.76,3.3,0.0,15.81
2017,4,11,2.18,98.48,3.15,0.06,17.3
2017,4,12,1.94,98.44,2.75,0.11,15.08
2017,4,13,1.66,98.09,2.33,0.02,17.38
2017,4,14,1.74,98.09,2.46,0.03,17.84
2017,4,15,2.02,98.3,2.79,0.82,16.04
2017,4,16,1.98,98.5,2.83,0.01,15.8
2017,4,17,2.2,98.27,3.05,0.01,16.05
2017,4,18,2.04,98.14,2.73,0.0,16.54
2017,4,19,2.06,98.52,2.76,0.0,13.56
2017,4,20,2.26,98.97,3.02,0.0,11.62
2017,4,21,1.91,99.21,2.65,0.0,11.72
2017,4,22,2.93,98.81,4.18,0.0,13.07
2017,4,23,1.92,98.3,2.79,0.0,15.16
2017,4,24,2.09,98.08,2.87,0.0,15.58
2017,4,25,2.7,97.43,3.62,1.0,14.78
2017,4,26,2.66,97.26,3.61,9.02,11.92
2017,4,27,1.36,97.8,1.73,9.81,8.67
2017,4,28,2.2,98.1,2.94,0.02,10.65
2017,4,29,2.26,97.94,3.07,0.02,11.71
2017,4,30,4.21,97.49,5.82,2.06,13.75
2017,5,1,1.9,98.17,2.59,0.04,12.49
2017,5,2,2.58,98.28,3.64,0.37,13.98
2017,5,3,2.08,98.19,2.98,0.77,13.38
2017,5,4,1.95,97.85,2.64,0.01,15.62
2017,5,5,3.83,97.69,5.23,0.37,15.4
2017,5,6,3.51,97.81,4.98,0.56,17.47
2017,5,7,2.07,98.37,2.95,0.01,16.85
2017,5,8,2.07,98.18,2.77,0.01,16.86
2017,5,9,2.21,97.6,2.97,0.02,16.33
2017,5,10,3.05,97.05,4.16,0.37,16.02
2017,5,11,3.1,96.62,4.28,8.32,16.69
2017,5,12,3.2,97.09,4.63,0.08,17.56
2017,5,13,3.11,97.91,4.52,0.26,18.75
2017,5,14,1.41,98.73,2.02,0.37,18.93
2017,5,15,1.82,99.12,2.58,0.0,20.53
2017,5,16,1.7,98.97,2.42,0.0,21.82
2017,5,17,1.92,98.46,2.63,0.02,20.8
2017,5,18,2.53,97.82,3.47,2.9,18.47
2017,5,19,2.34,98.22,3.16,0.42,16.73
2017,5,20,1.85,98.71,2.62,0.07,17.13
2017,5,21,1.98,98.57,2.66,0.31,18.18
2017,5,22,1.77,98.22,2.4,0.43,19.87
2017,5,23,1.59,98.45,2.23,0.02,21.68
2017,5,24,1.84,98.4,2.66,0.0,23.07
2017,5,25,2.2,98.03,3.21,0.0,23.48
2017,5,26,1.91,98.03,2.62,0.06,21.85
2017,5,27,2.57,98.32,3.53,0.03,20.26
2017,5,28,2.22,98.39,3.08,0.03,21.23
2017,5,29,1.56,98.12,2.13,0.22,20.66
2017,5,30,2.28,98.18,3.2,1.91,18.43
2017,5,31,1.66,98.38,2.34,0.37,20.31
2017,6,1,2.12,98.39,2.92,0.01,21.03
2017,6,2,1.98,98.26,2.68,0.58,22.1
2017,6,3,2.04,98.07,2.88,1.27,22.35
2017,6,4,1.69,98.09,2.26,5.03,18.88
2017,6,5,1.8,97.83,2.41,3.56,19.19
2017,6,6,3.06,97.85,4.22,0.05,20.82
2017,6,7,3.23,98.51,4.29,0.12,20.08
2017,6,8,2.26,98.25,3.02,0.11,21.4
2017,6,9,1.62,98.11,2.16,0.54,22.15
2017,6,10,1.76,98.29,2.39,0.0,24.4
2017,6,11,1.81,98.23,2.52,0.0,25.8
2017,6,12,2.03,98.19,2.95,0.0,25.67
2017,6,13,1.84,97.96,2.62,0.0,26.59
2017,6,14,2.11,97.94,3.0,0.0,26.69
2017,6,15,1.73,98.18,2.45,0.0,27.63
2017,6,16,2.27,98.43,3.17,0.05,27.62
2017,6,17,1.93,98.27,2.63,0.0,26.69
2017,6,18,1.87,98.15,2.53,0.01,26.65
2017,6,19,2.38,98.43,3.23,0.0,25.13
2017,6,20,2.58,98.33,3.47,0.0,25.87
2017,6,21,2.52,98.13,3.41,0.0,26.97
2017,6,22,2.56,98.29,3.52,0.0,27.46
2017,6,23,2.71,98.44,3.69,0.02,27.05
2017,6,24,2.23,98.28,2.98,0.08,25.97
2017,6,25,1.99,98.14,2.63,0.31,24.76
2017,6,26,1.82,97.63,2.52,1.81,25.31
2017,6,27,2.57,97.33,3.39,1.53,24.51
2017,6,28,3.35,97.0,4.59,2.97,23.5
2017,6,29,4.01,97.28,5.4,0.29,20.87
2017,6,30,3.26,97.81,4.42,4.3,20.21
2017,7,1,1.75,98.35,2.24,0.85,20.75
2017,7,2,2.33,98.65,3.09,0.01,22.07
2017,7,3,2.31,98.65,3.01,0.0,23.51
2017,7,4,1.95,98.38,2.6,0.0,24.51
2017,7,5,2.16,98.25,2.81,0.14,23.69
2017,7,6,2.2,98.3,3.07,0.17,24.58
2017,7,7,2.72,98.27,3.78,0.04,26.28
2017,7,8,3.55,97.95,4.91,2.71,24.9
2017,7,9,1.82,97.74,2.48,2.7,24.9
2017,7,10,2.18,97.91,2.88,0.56,24.97
2017,7,11,1.9,98.03,2.61,0.03,25.33
2017,7,12,2.05,98.23,2.7,0.0,27.13
2017,7,13,2.88,98.3,3.78,0.12,26.37
2017,7,14,3.17,98.27,4.14,0.64,25.6
2017,7,15,2.33,98.33,3.03,0.35,26.08
2017,7,16,2.04,98.5,2.64,0.2,26.15
2017,7,17,2.72,98.41,3.59,0.21,25.33
2017,7,18,2.42,98.19,3.2,0.09,25.53
2017,7,19,2.54,97.92,3.34,0.74,24.93
2017,7,20,3.29,97.74,4.34,3.81,24.3
2017,7,21,1.41,97.71,1.84,1.47,23.85
2017,7,22,2.02,97.96,2.64,0.38,25.15
2017,7,23,1.95,98.28,2.64,5.07,23.84
2017,7,24,2.29,97.97,3.06,1.01,25.59
2017,7,25,2.9,97.96,3.84,0.46,23.4
2017,7,26,2.7,97.93,3.57,0.25,23.3
2017,7,27,2.38,97.91,3.16,0.03,25.37
2017,7,28,2.19,98.12,2.9,0.02,25.51
2017,7,29,2.15,98.09,2.87,0.04,26.07
2017,7,30,1.99,97.84,2.62,0.0,26.58
2017,7,31,3.64,97.68,4.85,0.02,26.52
2017,8,1,2.13,97.91,2.96,0.21,26.73
2017,8,2,1.91,98.29,2.66,0.02,27.94
2017,8,3,1.61,98.11,2.23,0.0,29.84
2017,8,4,1.88,98.01,2.58,0.0,29.58
2017,8,5,2.1,98.05,2.79,0.21,29.09
2017,8,6,2.38,98.21,3.12,1.06,26.68
2017,8,7,2.66,98.0,3.45,0.12,25.85
2017,8,8,2.9,97.76,3.84,1.11,25.49
2017,8,9,2.67,98.14,3.52,6.84,22.84
2017,8,10,2.13,98.4,2.74,3.17,21.65
2017,8,11,2.88,98.54,3.82,1.36,20.67
2017,8,12,2.12,98.58,2.74,0.19,22.58
2017,8,13,2.03,98.4,2.61,0.0,23.8
2017,8,14,2.27,98.33,3.09,0.02,24.26
2017,8,15,2.12,98.38,2.8,0.58,24.08
2017,8,16,1.98,98.38,2.65,0.54,25.17
2017,8,17,2.02,98.39,2.66,0.0,26.4
2017,8,18,2.3,98.14,3.08,0.01,27.51
2017,8,19,2.84,98.36,3.7,0.02,24.98
2017,8,20,2.65,98.56,3.46,0.06,24.15
2017,8,21,2.02,98.47,2.64,0.0,24.76
2017,8,22,2.52,98.24,3.32,0.0,25.66
2017,8,23,2.12,98.26,2.79,0.64,24.64
2017,8,24,2.0,98.24,2.72,0.12,25.89
2017,8,25,2.1,98.27,2.8,0.1,24.9
2017,8,26,1.85,98.18,2.47,0.21,24.58
2017,8,27,2.17,98.12,2.93,0.13,25.62
2017,8,28,1.75,98.02,2.31,0.24,26.36
2017,8,29,2.8,97.96,3.81,0.39,25.4
2017,8,30,3.38,98.0,4.48,1.97,23.43
2017,8,31,2.41,98.2,3.22,9.06,20.83
2017,9,1,2.38,98.26,3.2,0.39,21.62
2017,9,2,2.13,98.39,2.86,0.2,21.48
2017,9,3,1.98,98.01,2.71,0.25,22.06
2017,9,4,1.62,98.15,2.08,0.77,22.94
2017,9,5,2.04,98.59,2.65,0.01,24.16
2017,9,6,2.82,98.54,3.77,2.08,23.11
2017,9,7,3.04,98.18,4.03,2.87,21.12
2017,9,8,2.52,97.83,3.35,0.33,21.3
2017,9,9,1.8,97.07,2.43,7.63,19.87
2017,9,10,2.45,97.31,3.32,0.77,19.37
2017,9,11,3.75,97.48,5.09,0.22,21.3
2017,9,12,1.73,98.07,2.43,3.17,19.63
2017,9,13,2.48,98.54,3.29,0.02,21.51
2017,9,14,3.2,98.12,4.27,1.56,22.08
2017,9,15,1.7,97.95,2.23,16.18,15.27
2017,9,16,2.07,97.8,2.84,0.55,15.8
2017,9,17,3.07,98.14,4.2,0.04,16.97
2017,9,18,2.06,98.13,2.85,2.39,17.91
2017,9,19,1.67,98.47,2.31,0.68,18.04
2017,9,20,1.85,98.48,2.44,0.05,18.23
2017,9,21,2.15,98.28,2.88,0.2,19.77
2017,9,22,1.24,98.48,1.66,2.37,19.12
2017,9,23,1.5,98.49,2.08,0.34,18.87
2017,9,24,2.16,98.4,3.01,0.04,21.04
2017,9,25,2.48,98.28,3.24,3.01,20.32
2017,9,26,1.86,98.51,2.52,0.74,19.24
2017,9,27,1.73,98.67,2.34,0.04,19.34
2017,9,28,1.48,98.89,1.99,0.06,19.8
2017,9,29,1.75,98.7,2.41,0.16,20.23
2017,9,30,1.25,98.43,1.76,2.08,19.61
2017,10,1,2.14,98.56,2.93,4.01,17.9
2017,10,2,1.77,98.73,2.54,0.32,19.41
2017,10,3,1.73,98.63,2.41,0.17,20.62
2017,10,4,1.98,98.85,2.62,0.02,20.91
2017,10,5,2.31,98.52,3.23,0.0,21.43
2017,10,6,1.38,98.32,1.98,0.01,20.87
2017,10,7,1.8,98.67,2.56,0.0,16.82
2017,10,8,2.04,98.43,2.91,0.0,18.02
2017,10,9,2.31,98.46,3.19,0.0,18.51
2017,10,10,1.59,98.51,2.16,0.01,19.6
2017,10,11,2.28,98.69,3.12,0.0,19.62
2017,10,12,1.75,99.01,2.39,0.01,19.94
2017,10,13,1.66,99.02,2.23,0.01,19.93
2017,10,14,1.53,99.11,2.05,0.02,19.44
2017,10,15,1.84,99.13,2.48,0.03,19.8
2017,10,16,1.55,99.03,2.09,0.02,19.27
2017,10,17,1.7,98.64,2.29,0.25,18.76
2017,10,18,2.51,97.86,3.48,36.01,17.94
2017,10,19,2.92,97.43,4.02,24.92,16.07
2017,10,20,1.69,98.22,2.38,0.23,17.33
2017,10,21,1.9,98.5,2.77,0.29,17.87
2017,10,22,1.95,98.76,2.77,1.13,16.37
2017,10,23,1.42,98.87,1.95,0.67,15.92
2017,10,24,1.54,98.84,2.12,0.0,17.42
2017,10,25,1.34,98.88,1.88,0.01,17.86
2017,10,26,1.79,99.04,2.5,0.01,18.26
2017,10,27,1.45,98.93,2.2,0.01,19.13
2017,10,28,1.99,98.82,2.84,0.03,16.52
2017,10,29,2.11,98.36,3.23,0.0,15.59
2017,10,30,1.91,98.15,2.7,0.43,15.42
2017,10,31,1.56,98.6,2.21,0.41,14.62
2017,11,1,1.15,98.67,1.64,0.03,14.73
2017,11,2,2.04,98.38,2.95,0.25,15.69
2017,11,3,1.4,97.91,1.97,0.1,15.94
2017,11,4,1.77,97.56,2.52,6.1,15.83
2017,11,5,2.93,97.88,4.12,0.3,13.39
2017,11,6,4.44,98.17,6.21,0.1,9.15
2017,11,7,1.88,98.03,2.69,0.0,9.48
2017,11,8,1.02,98.3,1.46,0.21,10.07
2017,11,9,1.36,98.57,1.89,0.24,9.51
2017,11,10,1.62,98.81,2.34,0.01,10.33
2017,11,11,2.45,98.56,3.67,0.02,12.46
2017,11,12,2.64,97.95,3.84,0.0,12.67
2017,11,13,4.19,98.0,5.95,0.0,9.19
2017,11,14,1.88,98.34,2.77,0.0,8.74
2017,11,15,1.41,98.33,2.02,0.0,9.97
2017,11,16,1.47,98.45,2.04,0.0,11.12
2017,11,17,1.2,98.38,1.74,0.0,12.67
2017,11,18,2.12,98.43,3.05,0.0,12.62
2017,11,19,1.2,98.5,1.69,0.0,12.48
2017,11,20,1.05,98.66,1.39,0.0,12.08
2017,11,21,1.3,98.45,1.88,0.0,13.03
2017,11,22,1.66,98.06,2.3,0.02,12.09
2017,11,23,1.67,98.11,2.42,0.01,13.63
2017,11,24,1.81,98.18,2.87,0.0,14.11
2017,11,25,1.92,98.17,2.86,0.65,13.03
2017,11,26,1.02,99.09,1.41,0.62,9.5
2017,11,27,1.59,99.09,2.25,0.0,8.29
2017,11,28,2.11,97.92,3.25,0.0,7.32
2017,11,29,1.68,97.14,2.38,1.97,7.26
2017,11,30,1.85,97.67,2.95,1.06,5.39
2017,12,1,3.38,97.6,4.81,0.95,3.21
2017,12,2,3.77,97.86,5.38,0.11,2.69
2017,12,3,1.92,98.76,3.01,0.0,3.63
2017,12,4,1.66,99.57,2.38,0.0,6.19
2017,12,5,0.97,99.82,1.28,0.0,7.05
2017,12,6,1.84,99.65,2.58,0.0,6.9
2017,12,7,2.09,99.26,3.12,0.0,6.63
2017,12,8,2.41,98.63,3.55,0.11,6.23
2017,12,9,1.99,98.56,3.06,0.12,5.82
2017,12,10,3.26,97.21,4.69,1.28,9.44
2017,12,11,5.2,95.8,7.29,5.14,9.98
2017,12,12,1.95,97.66,2.89,1.36,6.12
2017,12,13,3.39,98.51,4.8,0.02,6.12
2017,12,14,3.92,97.81,5.52,0.17,8.76
2017,12,15,3.91,97.15,5.59,0.28,7.53
2017,12,16,3.29,98.06,4.86,0.04,5.06
2017,12,17,2.24,99.05,3.41,0.02,5.2
2017,12,18,2.55,98.94,3.72,1.0,5.35
2017,12,19,1.53,99.39,2.11,0.05,5.56
2017,12,20,1.24,99.52,1.74,0.02,6.44
2017,12,21,1.43,99.89,2.2,0.01,7.12
2017,12,22,1.42,99.56,2.33,0.0,9.83
2017,12,23,1.02,99.71,1.49,0.0,9.47
2017,12,24,2.16,99.4,3.15,0.0,8.15
2017,12,25,2.03,98.75,3.04,0.02,8.81
2017,12,26,2.61,97.79,3.75,0.08,7.65
2017,12,27,5.91,96.58,8.15,3.3,7.19
2017,12,28,3.02,97.23,4.2,0.27,5.78
2017,12,29,2.32,98.16,3.48,0.33,6.56
2017,12,30,3.03,98.62,4.61,0.0,9.78
2017,12,31,3.16,98.34,4.61,0.05,10.05
2018,1,1,5.84,98.7,8.07,0.35,8.04
2018,1,2,3.77,98.8,5.41,0.24,8.55
2018,1,3,5.06,98.7,7.09,0.01,12.53
2018,1,4,4.09,98.28,5.84,0.02,12.13
2018,1,5,3.19,97.35,4.77,0.0,9.56
2018,1,6,3.34,96.55,4.68,0.96,10.16
2018,1,7,2.43,96.7,3.48,12.34,8.06
2018,1,8,2.22,97.36,3.24,1.46,6.12
2018,1,9,2.66,97.93,3.93,1.39,5.74
2018,1,10,2.55,97.84,3.75,9.11,6.59
2018,1,11,3.47,97.91,4.88,0.05,5.94
2018,1,12,1.64,98.53,2.53,0.0,5.87
2018,1,13,2.73,98.31,3.79,2.04,8.02
2018,1,14,1.52,97.99,2.17,1.56,6.56
2018,1,15,2.02,98.61,2.8,0.0,7.09
2018,1,16,4.74,98.42,6.57,0.02,8.98
2018,1,17,3.04,98.5,4.2,0.95,9.57
2018,1,18,1.72,98.62,2.59,1.41,7.98
2018,1,19,1.33,98.23,2.06,0.03,8.8
2018,1,20,4.11,98.34,5.84,0.3,8.68
2018,1,21,4.52,98.42,6.46,0.59,12.58
2018,1,22,2.77,98.63,4.09,0.0,11.96
2018,1,23,1.77,99.0,2.65,0.0,10.26
2018,1,24,1.59,99.03,2.21,0.04,11.4
2018,1,25,1.92,98.27,2.63,1.47,10.97
2018,1,26,1.48,97.88,2.16,19.57,8.26
2018,1,27,2.58,99.02,3.76,0.84,7.72
2018,1,28,2.62,99.88,3.77,0.0,9.67
2018,1,29,1.3,99.69,1.86,0.0,9.68
2018,1,30,1.69,99.27,2.48,0.0,9.09
2018,1,31,2.33,98.65,3.42,0.0,8.17
2018,2,1,2.27,97.34,3.16,2.88,5.76
2018,2,2,2.25,97.06,3.32,0.55,4.78
2018,2,3,3.06,97.45,4.51,0.01,4.47
2018,2,4,3.91,97.45,5.48,17.51,4.48
2018,2,5,3.26,97.16,4.62,28.44,7.15
2018,2,6,2.67,97.11,3.66,6.7,6.5
2018,2,7,1.39,97.56,2.16,0.21,3.75
2018,2,8,1.7,98.1,2.36,8.51,2.5
2018,2,9,2.5,98.09,3.51,0.32,3.46
2018,2,10,2.95,98.17,4.24,0.09,3.51
2018,2,11,2.05,97.94,2.85,0.28,7.8
2018,2,12,1.4,98.05,1.98,6.11,5.5
2018,2,13,3.32,98.03,4.68,0.44,2.96
2018,2,14,1.77,98.07,2.72,0.16,4.94
2018,2,15,1.57,98.6,2.39,0.0,10.5
